,SNO,Gene ID,Transcript ID,Exon ID,Exon Start,Exon End,Exon Length
156,157,ENSG00000224363,ENST00000536405,ENSE00003752670,144641371,144641511,141
157,158,ENSG00000224363,ENST00000536405,ENSE00003728031,144641608,144641793,186
158,159,ENSG00000224363,ENST00000536405,ENSE00001716988,144917170,144917306,137
159,160,ENSG00000224363,ENST00000536405,ENSE00001751313,144917865,144919902,2038
160,161,ENSG00000224481,ENST00000536405,ENSE00003834882,148295895,148296530,636
161,162,ENSG00000224481,ENST00000536405,ENSE00003834671,148333868,148333951,84
162,163,ENSG00000224481,ENST00000536405,ENSE00003839262,148334654,148334759,106
163,164,ENSG00000224481,ENST00000536405,ENSE00001623768,148344229,148344636,408
164,165,ENSG00000224481,ENST00000541891,ENSE00001766263,148328999,148329362,364
165,166,ENSG00000224481,ENST00000541891,ENSE00001726117,148329526,148330084,559
166,167,ENSG00000224481,ENST00000541891,ENSE00001623768,148344229,148344636,408
167,168,ENSG00000224504,ENST00000536405,ENSE00001610819,85432863,85433158,296
168,169,ENSG00000224504,ENST00000536405,ENSE00001772159,85444725,85444930,206
169,170,ENSG00000224504,ENST00000536405,ENSE00003506733,85446792,85448961,2170
170,171,ENSG00000224592,ENST00000536405,ENSE00001656284,38047314,38047614,301
171,172,ENSG00000224592,ENST00000536405,ENSE00001599745,38102424,38102496,73
172,173,ENSG00000224592,ENST00000536405,ENSE00001772149,38103546,38103661,116
173,174,ENSG00000224592,ENST00000536405,ENSE00001529937,38105632,38105734,103
174,175,ENSG00000224592,ENST00000541891,ENSE00001782806,38047425,38047614,190
175,176,ENSG00000224592,ENST00000541891,ENSE00001729520,38102417,38102496,80
176,177,ENSG00000224592,ENST00000541891,ENSE00001772149,38103546,38103661,116
177,178,ENSG00000224592,ENST00000541891,ENSE00001723504,38105632,38105752,121
178,179,ENSG00000224592,ENST00000541891,ENSE00001686904,38118960,38119025,66
179,180,ENSG00000224698,ENST00000536405,ENSE00001689904,108420689,108421574,886
180,181,ENSG00000224698,ENST00000536405,ENSE00001661808,108431590,108433184,1595
181,182,ENSG00000224717,ENST00000536405,ENSE00001759376,205455929,205456223,295
182,183,ENSG00000224717,ENST00000536405,ENSE00001618896,205456892,205457077,186
183,184,ENSG00000224717,ENST00000536405,ENSE00001697705,205466621,205469024,2404
184,185,ENSG00000224750,ENST00000536405,ENSE00001678358,90454170,90454315,146
185,186,ENSG00000224750,ENST00000536405,ENSE00001776593,90486019,90486072,54
186,187,ENSG00000224750,ENST00000536405,ENSE00001666560,90499273,90501440,2168
187,188,ENSG00000224750,ENST00000541891,ENSE00001774231,90454680,90454823,144
188,189,ENSG00000224750,ENST00000541891,ENSE00001737552,90460772,90461501,730
189,190,ENSG00000224750,ENST00000244906,ENSE00001597223,90454698,90454823,126
190,191,ENSG00000224750,ENST00000244906,ENSE00001776593,90486019,90486072,54
191,192,ENSG00000224750,ENST00000244906,ENSE00001618163,90499273,90499371,99
192,193,ENSG00000224750,ENST00000244906,ENSE00001602435,90502786,90502968,183
193,194,ENSG00000224750,ENST00000536405,ENSE00001678358,90454170,90454315,146
194,195,ENSG00000224750,ENST00000536405,ENSE00001776593,90486019,90486072,54
195,196,ENSG00000224750,ENST00000536405,ENSE00001666560,90499273,90501440,2168
196,197,ENSG00000224750,ENST00000541891,ENSE00001774231,90454680,90454823,144
197,198,ENSG00000224750,ENST00000541891,ENSE00001737552,90460772,90461501,730
198,199,ENSG00000224750,ENST00000244906,ENSE00001597223,90454698,90454823,126
199,200,ENSG00000224750,ENST00000244906,ENSE00001776593,90486019,90486072,54
200,201,ENSG00000224750,ENST00000244906,ENSE00001618163,90499273,90499371,99
201,202,ENSG00000224750,ENST00000244906,ENSE00001602435,90502786,90502968,183
202,203,ENSG00000224810,ENST00000536405,ENSE00001681207,182069070,182069253,184
203,204,ENSG00000224810,ENST00000536405,ENSE00001637816,182068317,182068370,54
204,205,ENSG00000224810,ENST00000536405,ENSE00001704730,182062677,182064901,2225
205,206,ENSG00000224817,ENST00000536405,ENSE00001741750,101708165,101708401,237
206,207,ENSG00000224817,ENST00000536405,ENSE00001731446,101704652,101704705,54
207,208,ENSG00000224950,ENST00000536405,ENSE00001613175,116498802,116499212,411
208,209,ENSG00000224950,ENST00000536405,ENSE00001655800,116493016,116494906,1891
209,210,ENSG00000225006,ENST00000536405,ENSE00001647997,188508538,188508665,128
210,211,ENSG00000225006,ENST00000536405,ENSE00001610393,188529196,188529377,182
211,212,ENSG00000225006,ENST00000536405,ENSE00001639839,188535756,188535858,103
212,213,ENSG00000225006,ENST00000536405,ENSE00001606056,188536133,188536465,333
213,214,ENSG00000225028,ENST00000536405,ENSE00001595805,47818066,47818215,150
214,215,ENSG00000225028,ENST00000536405,ENSE00001598430,47818581,47820237,1657
215,216,ENSG00000225087,ENST00000536405,ENSE00001652186,72899029,72899140,112
216,217,ENSG00000225087,ENST00000536405,ENSE00001756657,72898767,72898883,117
217,218,ENSG00000225087,ENST00000536405,ENSE00001600138,72850750,72850800,51
218,219,ENSG00000225087,ENST00000536405,ENSE00001728890,72749166,72749276,111
219,220,ENSG00000225087,ENST00000536405,ENSE00001671613,72748921,72749028,108
220,221,ENSG00000225152,ENST00000536405,ENSE00001806535,123427507,123427640,134
221,222,ENSG00000225152,ENST00000536405,ENSE00001639416,123425713,123425994,282
222,223,ENSG00000225172,ENST00000536405,ENSE00001677658,198983321,198983482,162
223,224,ENSG00000225172,ENST00000536405,ENSE00001734849,198983890,198984029,140
224,225,ENSG00000225172,ENST00000536405,ENSE00001625460,198984669,198985201,533
225,226,ENSG00000225172,ENST00000541891,ENSE00001676146,198983624,198983668,45
226,227,ENSG00000225172,ENST00000541891,ENSE00001734849,198983890,198984029,140
227,228,ENSG00000225172,ENST00000541891,ENSE00001713849,198984669,198985400,732
228,229,ENSG00000225208,ENST00000536405,ENSE00001655402,101311018,101311240,223
229,230,ENSG00000225208,ENST00000536405,ENSE00001755719,101311347,101311505,159
230,231,ENSG00000225233,ENST00000536405,ENSE00001686669,213492301,213492575,275
231,232,ENSG00000225233,ENST00000536405,ENSE00001780301,213546283,213546447,165
232,233,ENSG00000225325,ENST00000536405,ENSE00001671787,166452562,166452632,71
233,234,ENSG00000225325,ENST00000536405,ENSE00001743862,166452304,166452408,105
234,235,ENSG00000225325,ENST00000536405,ENSE00001629747,166387727,166388360,634
235,236,ENSG00000225359,ENST00000536405,ENSE00001612258,181190956,181191149,194
236,237,ENSG00000225359,ENST00000536405,ENSE00001609276,181190471,181190808,338
237,238,ENSG00000225387,ENST00000536405,ENSE00001674693,18385829,18386220,392
238,239,ENSG00000225387,ENST00000536405,ENSE00001638409,18388416,18388514,99
239,240,ENSG00000225424,ENST00000536405,ENSE00001758446,129278251,129278333,83
240,241,ENSG00000225424,ENST00000536405,ENSE00001720276,129291331,129291722,392
241,242,ENSG00000225519,ENST00000536405,ENSE00001765260,90994620,90994753,134
242,243,ENSG00000225519,ENST00000536405,ENSE00001687185,91006145,91006390,246
243,244,ENSG00000225545,ENST00000536405,ENSE00001616354,170588177,170588236,60
244,245,ENSG00000225545,ENST00000536405,ENSE00001607259,170587249,170587318,70
245,246,ENSG00000225554,ENST00000536405,ENSE00001756689,241424292,241424549,258
246,247,ENSG00000225554,ENST00000536405,ENSE00001718309,241424626,241424714,89
247,248,ENSG00000225554,ENST00000536405,ENSE00001750136,241433172,241433328,157
248,249,ENSG00000225554,ENST00000541891,ENSE00001643467,241424398,241424549,152
249,250,ENSG00000225554,ENST00000541891,ENSE00001782726,241433172,241433492,321
250,251,ENSG00000225598,ENST00000536405,ENSE00001725697,80374437,80374621,185
251,252,ENSG00000225598,ENST00000536405,ENSE00001596730,80373364,80373758,395
252,253,ENSG00000225605,ENST00000536405,ENSE00003787074,75932479,75932616,138
253,254,ENSG00000225605,ENST00000536405,ENSE00003784876,75934434,75934486,53
254,255,ENSG00000225605,ENST00000536405,ENSE00003785303,75983445,75983560,116
255,256,ENSG00000225605,ENST00000536405,ENSE00003785747,75997415,75997566,152
256,257,ENSG00000225605,ENST00000536405,ENSE00003784702,76010740,76010853,114
257,258,ENSG00000225605,ENST00000536405,ENSE00001610371,76011297,76011398,102
258,259,ENSG00000225605,ENST00000536405,ENSE00001741874,76013260,76013330,71
259,260,ENSG00000225605,ENST00000536405,ENSE00001700878,76019134,76019356,223
260,261,ENSG00000225605,ENST00000541891,ENSE00003791036,76003026,76003177,152
261,262,ENSG00000225605,ENST00000541891,ENSE00003784702,76010740,76010853,114
262,263,ENSG00000225605,ENST00000541891,ENSE00001610371,76011297,76011398,102
263,264,ENSG00000225605,ENST00000541891,ENSE00001741874,76013260,76013330,71
264,265,ENSG00000225605,ENST00000541891,ENSE00003787659,76019134,76019350,217
265,266,ENSG00000225620,ENST00000536405,ENSE00001664288,202632428,202632513,86
266,267,ENSG00000225620,ENST00000536405,ENSE00001596596,202632633,202632911,279
267,268,ENSG00000225643,ENST00000536405,ENSE00001796972,25581478,25581772,295
268,269,ENSG00000225643,ENST00000536405,ENSE00001746690,25590169,25590356,188
269,270,ENSG00000225656,ENST00000536405,ENSE00001720395,230824664,230824707,44
270,271,ENSG00000225656,ENST00000536405,ENSE00001804040,230823641,230823907,267
271,272,ENSG00000225750,ENST00000536405,ENSE00001646687,29146908,29146994,87
272,273,ENSG00000225750,ENST00000536405,ENSE00001637778,29146355,29146490,136
273,274,ENSG00000225750,ENST00000536405,ENSE00001780001,29144494,29144549,56
274,275,ENSG00000225836,ENST00000536405,ENSE00001643959,89650713,89650822,110
275,276,ENSG00000225836,ENST00000536405,ENSE00001721409,89646289,89646546,258
276,277,ENSG00000225913,ENST00000536405,ENSE00001611228,87607985,87608026,42
277,278,ENSG00000225913,ENST00000536405,ENSE00001753650,87630190,87630255,66
278,279,ENSG00000225913,ENST00000536405,ENSE00001785806,87658503,87658565,63
279,280,ENSG00000225913,ENST00000536405,ENSE00001780613,87658956,87659279,324
280,281,ENSG00000225982,ENST00000536405,ENSE00001599801,182086551,182086741,191
281,282,ENSG00000225982,ENST00000536405,ENSE00001766058,182088271,182088476,206
282,283,ENSG00000225982,ENST00000536405,ENSE00001688250,182089365,182090112,748
283,284,ENSG00000226172,ENST00000536405,ENSE00001775500,119001290,119001392,103
284,285,ENSG00000226172,ENST00000536405,ENSE00001752586,119000344,119000893,550
285,286,ENSG00000226208,ENST00000536405,ENSE00001663077,70720202,70720289,88
286,287,ENSG00000226208,ENST00000536405,ENSE00001666083,70715933,70716276,344
287,288,ENSG00000226296,ENST00000536405,ENSE00001713426,53310992,53311065,74
288,289,ENSG00000226296,ENST00000536405,ENSE00001594570,53291072,53291594,523
289,290,ENSG00000226375,ENST00000536405,ENSE00001600194,173175089,173175503,415
290,291,ENSG00000226375,ENST00000536405,ENSE00001796562,173174300,173174574,275
291,292,ENSG00000226426,ENST00000536405,ENSE00001637230,64037133,64037280,148
292,293,ENSG00000226426,ENST00000536405,ENSE00001773967,64036345,64036818,474
293,294,ENSG00000226447,ENST00000536405,ENSE00001777392,37976825,37977005,181
294,295,ENSG00000226447,ENST00000536405,ENSE00001780395,37980289,37980410,122
295,296,ENSG00000226447,ENST00000536405,ENSE00001716090,37992327,37992467,141
296,297,ENSG00000226487,ENST00000536405,ENSE00001680100,20413144,20413253,110
297,298,ENSG00000226487,ENST00000536405,ENSE00001735837,20412568,20412654,87
298,299,ENSG00000226487,ENST00000536405,ENSE00001710846,20412304,20412482,179
299,300,ENSG00000226578,ENST00000536405,ENSE00001399222,37783892,37784131,240
300,301,ENSG00000226578,ENST00000536405,ENSE00001797190,37776266,37776575,310
301,302,ENSG00000226578,ENST00000536405,ENSE00001693289,37775371,37775532,162
302,303,ENSG00000226601,ENST00000536405,ENSE00001770103,223181144,223181292,149
303,304,ENSG00000226601,ENST00000536405,ENSE00002349328,223186831,223186948,118
304,305,ENSG00000226601,ENST00000536405,ENSE00001672836,223187935,223188154,220
305,306,ENSG00000226640,ENST00000536405,ENSE00001642931,193678894,193679005,112
306,307,ENSG00000226640,ENST00000536405,ENSE00001631718,193725601,193725685,85
307,308,ENSG00000226640,ENST00000536405,ENSE00001668153,193726832,193727035,204
308,309,ENSG00000226694,ENST00000536405,ENSE00001633092,2071845,2071975,131
309,310,ENSG00000226694,ENST00000536405,ENSE00001806544,2080797,2081097,301
310,311,ENSG00000226835,ENST00000536405,ENSE00001743123,94247866,94248039,174
311,312,ENSG00000226835,ENST00000536405,ENSE00001669492,94249413,94249519,107
312,313,ENSG00000226835,ENST00000536405,ENSE00003785693,94250379,94250544,166
313,314,ENSG00000226835,ENST00000536405,ENSE00001609430,94333309,94333409,101
314,315,ENSG00000226835,ENST00000536405,ENSE00001655805,94334512,94334848,337
315,316,ENSG00000226835,ENST00000541891,ENSE00003790462,94247866,94248134,269
316,317,ENSG00000226835,ENST00000541891,ENSE00001669492,94249413,94249519,107
317,318,ENSG00000226835,ENST00000541891,ENSE00001609430,94333309,94333409,101
318,319,ENSG00000226835,ENST00000541891,ENSE00001655805,94334512,94334848,337
319,320,ENSG00000226861,ENST00000536405,ENSE00001624691,8298897,8299127,231
320,321,ENSG00000226861,ENST00000536405,ENSE00001755670,8300998,8301667,670
321,322,ENSG00000226868,ENST00000536405,ENSE00001593735,211725302,211725402,101
322,323,ENSG00000226868,ENST00000536405,ENSE00001630780,211715928,211716000,73
323,324,ENSG00000226900,ENST00000536405,ENSE00001654515,132518094,132518191,98
324,325,ENSG00000226900,ENST00000536405,ENSE00001731006,132511626,132512161,536
325,326,ENSG00000226927,ENST00000536405,ENSE00001687698,220360134,220360183,50
326,327,ENSG00000226927,ENST00000536405,ENSE00001729735,220359731,220359925,195
327,328,ENSG00000226938,ENST00000536405,ENSE00001607096,53348994,53349233,240
328,329,ENSG00000226938,ENST00000536405,ENSE00001651202,53348488,53348630,143
329,330,ENSG00000226990,ENST00000536405,ENSE00001639779,8400860,8400943,84
330,331,ENSG00000226990,ENST00000536405,ENSE00001624988,8401374,8401430,57
331,332,ENSG00000226990,ENST00000536405,ENSE00001773515,8461066,8461175,110
332,333,ENSG00000226990,ENST00000536405,ENSE00001708177,8461685,8461863,179
333,334,ENSG00000227029,ENST00000536405,ENSE00001719538,43912444,43912478,35
334,335,ENSG00000227029,ENST00000536405,ENSE00001655591,43913759,43914236,478
335,336,ENSG00000227066,ENST00000536405,ENSE00001803059,20154338,20154463,126
336,337,ENSG00000227066,ENST00000536405,ENSE00001661137,20159612,20160568,957
337,338,ENSG00000227066,ENST00000541891,ENSE00001747830,20157692,20159247,1556
338,339,ENSG00000227066,ENST00000541891,ENSE00001790934,20159630,20160566,937
339,340,ENSG00000227101,ENST00000536405,ENSE00001744489,4024940,4025356,417
340,341,ENSG00000227101,ENST00000536405,ENSE00001701059,4028179,4028394,216
341,342,ENSG00000227125,ENST00000536405,ENSE00001632644,131204999,131205237,239
342,343,ENSG00000227125,ENST00000536405,ENSE00001751460,131214841,131215163,323
343,344,ENSG00000227139,ENST00000536405,ENSE00001681362,147697794,147697849,56
344,345,ENSG00000227139,ENST00000536405,ENSE00001646863,147698946,147699335,390
345,346,ENSG00000227169,ENST00000536405,ENSE00001625942,4552105,4552145,41
346,347,ENSG00000227169,ENST00000536405,ENSE00001691476,4551735,4552049,315
